m,country,years,age,survivors
GBR,United Kingdom,2005-2010,40.0,98382.2
GBR,United Kingdom,2005-2010,45.0,97813.11
GBR,United Kingdom,2005-2010,50.0,96923.34
GBR,United Kingdom,2005-2010,55.0,95513.95
GBR,United Kingdom,2005-2010,60.0,93389.51
GBR,United Kingdom,2005-2010,65.0,90183.58
GBR,United Kingdom,2005-2010,70.0,85234.9
GBR,United Kingdom,2005-2010,75.0,77546.78
GBR,United Kingdom,2005-2010,80.0,65494.74
GBR,United Kingdom,2005-2010,85.0,48155.24
SVN,Slovenia,2005-2010,0.0,100000.0
SVN,Slovenia,2005-2010,1.0,99713.61
SVN,Slovenia,2005-2010,5.0,99658.42
SVN,Slovenia,2005-2010,10.0,99587.91
SVN,Slovenia,2005-2010,15.0,99540.29
SVN,Slovenia,2005-2010,20.0,99423.65
SVN,Slovenia,2005-2010,25.0,99299.04
SVN,Slovenia,2005-2010,30.0,99177.81
SVN,Slovenia,2005-2010,35.0,99021.45
SVN,Slovenia,2005-2010,40.0,98762.43
SVN,Slovenia,2005-2010,45.0,98313.79
SVN,Slovenia,2005-2010,50.0,97493.69
SVN,Slovenia,2005-2010,55.0,96031.37
SVN,Slovenia,2005-2010,60.0,93990.93
SVN,Slovenia,2005-2010,65.0,91066.63
SVN,Slovenia,2005-2010,70.0,86757.69
SVN,Slovenia,2005-2010,75.0,79509.4
SVN,Slovenia,2005-2010,80.0,67422.74
SVN,Slovenia,2005-2010,85.0,48570.37
LUX,Luxembourg,2005-2010,0.0,100000.0
LUX,Luxembourg,2005-2010,1.0,99798.38
LUX,Luxembourg,2005-2010,5.0,99686.69
LUX,Luxembourg,2005-2010,10.0,99626.89
LUX,Luxembourg,2005-2010,15.0,99557.18
LUX,Luxembourg,2005-2010,20.0,99457.67
LUX,Luxembourg,2005-2010,25.0,99293.69
LUX,Luxembourg,2005-2010,30.0,99065.58
LUX,Luxembourg,2005-2010,35.0,98892.36
LUX,Luxembourg,2005-2010,40.0,98502.45
LUX,Luxembourg,2005-2010,45.0,98109.17
LUX,Luxembourg,2005-2010,50.0,97268.65
LUX,Luxembourg,2005-2010,55.0,95805.28
LUX,Luxembourg,2005-2010,60.0,93723.67
LUX,Luxembourg,2005-2010,65.0,90468.81
LUX,Luxembourg,2005-2010,70.0,85807.51
LUX,Luxembourg,2005-2010,75.0,78995.32
LUX,Luxembourg,2005-2010,80.0,67111.96
LUX,Luxembourg,2005-2010,85.0,49579.11
PRI,Puerto Rico,2005-2010,0.0,100000.0
PRI,Puerto Rico,2005-2010,1.0,99317.0
PRI,Puerto Rico,2005-2010,5.0,99172.7
PRI,Puerto Rico,2005-2010,10.0,99127.51
PRI,Puerto Rico,2005-2010,15.0,99087.31
PRI,Puerto Rico,2005-2010,20.0,98988.74
PRI,Puerto Rico,2005-2010,25.0,98802.43
PRI,Puerto Rico,2005-2010,30.0,98515.82
PRI,Puerto Rico,2005-2010,35.0,98121.96
PRI,Puerto Rico,2005-2010,40.0,97611.64
PRI,Puerto Rico,2005-2010,45.0,96941.09
PRI,Puerto Rico,2005-2010,50.0,96003.8
PRI,Puerto Rico,2005-2010,55.0,94589.54
PRI,Puerto Rico,2005-2010,60.0,92479.66
PRI,Puerto Rico,2005-2010,65.0,89343.02
PRI,Puerto Rico,2005-2010,70.0,84577.94
PRI,Puerto Rico,2005-2010,75.0,77011.2
PRI,Puerto Rico,2005-2010,80.0,65485.95
PRI,Puerto Rico,2005-2010,85.0,49615.72
VIR,Virgin Islands (U.S.),2005-2010,0.0,100000.0
VIR,Virgin Islands (U.S.),2005-2010,1.0,98843.48
VIR,Virgin Islands (U.S.),2005-2010,5.0,98637.46
VIR,Virgin Islands (U.S.),2005-2010,10.0,98579.29
VIR,Virgin Islands (U.S.),2005-2010,15.0,98533.54
VIR,Virgin Islands (U.S.),2005-2010,20.0,98449.55
VIR,Virgin Islands (U.S.),2005-2010,25.0,98332.64
VIR,Virgin Islands (U.S.),2005-2010,30.0,98167.74
VIR,Virgin Islands (U.S.),2005-2010,35.0,97953.01
VIR,Virgin Islands (U.S.),2005-2010,40.0,97632.84
VIR,Virgin Islands (U.S.),2005-2010,45.0,97131.65
VIR,Virgin Islands (U.S.),2005-2010,50.0,96322.74
VIR,Virgin Islands (U.S.),2005-2010,55.0,95039.45
VIR,Virgin Islands (U.S.),2005-2010,60.0,93030.06
VIR,Virgin Islands (U.S.),2005-2010,65.0,89924.13
VIR,Virgin Islands (U.S.),2005-2010,70.0,84864.42
VIR,Virgin Islands (U.S.),2005-2010,75.0,77101.35
VIR,Virgin Islands (U.S.),2005-2010,80.0,66125.49
VIR,Virgin Islands (U.S.),2005-2010,85.0,50264.64
NLD,Netherlands,2005-2010,0.0,100000.0
NLD,Netherlands,2005-2010,1.0,99631.56
NLD,Netherlands,2005-2010,5.0,99558.49
NLD,Netherlands,2005-2010,10.0,99516.9
NLD,Netherlands,2005-2010,15.0,99464.6
NLD,Netherlands,2005-2010,20.0,99382.71
NLD,Netherlands,2005-2010,25.0,99277.91
NLD,Netherlands,2005-2010,30.0,99149.62
NLD,Netherlands,2005-2010,35.0,98963.88
NLD,Netherlands,2005-2010,40.0,98672.05
NLD,Netherlands,2005-2010,45.0,98158.19
NLD,Netherlands,2005-2010,50.0,97260.26
NLD,Netherlands,2005-2010,55.0,95796.17
NLD,Netherlands,2005-2010,60.0,93699.83
NLD,Netherlands,2005-2010,65.0,90614.4
NLD,Netherlands,2005-2010,70.0,86210.13
NLD,Netherlands,2005-2010,75.0,79290.05
NLD,Netherlands,2005-2010,80.0,68080.99
NLD,Netherlands,2005-2010,85.0,50713.15
DEU,Germany,2005-2010,0.0,100000.0
DEU,Germany,2005-2010,1.0,99671.89
DEU,Germany,2005-2010,5.0,99601.54
DEU,Germany,2005-2010,10.0,99561.63
DEU,Germany,2005-2010,15.0,99513.7
DEU,Germany,2005-2010,20.0,99421.1
DEU,Germany,2005-2010,25.0,99309.29
DEU,Germany,2005-2010,30.0,99183.78
DEU,Germany,2005-2010,35.0,99010.91
DEU,Germany,2005-2010,40.0,98735.03
DEU,Germany,2005-2010,45.0,98253.74
DEU,Germany,2005-2010,50.0,97390.95
DEU,Germany,2005-2010,55.0,96037.73
DEU,Germany,2005-2010,60.0,94033.02
DEU,Germany,2005-2010,65.0,91127.36
DEU,Germany,2005-2010,70.0,87003.51
DEU,Germany,2005-2010,75.0,80285.61
DEU,Germany,2005-2010,80.0,68908.55
DEU,Germany,2005-2010,85.0,50903.01
ISR,Israel,2005-2010,0.0,100000.0
ISR,Israel,2005-2010,1.0,99638.43
ISR,Israel,2005-2010,5.0,99549.21
ISR,Israel,2005-2010,10.0,99497.95
ISR,Israel,2005-2010,15.0,99446.23
ISR,Israel,2005-2010,20.0,99361.23
ISR,Israel,2005-2010,25.0,99248.52
ISR,Israel,2005-2010,30.0,99134.94
ISR,Israel,2005-2010,35.0,98968.03
ISR,Israel,2005-2010,40.0,98705.59
ISR,Israel,2005-2010,45.0,98291.83
ISR,Israel,2005-2010,50.0,97611.38
ISR,Israel,2005-2010,55.0,96576.41
ISR,Israel,2005-2010,60.0,94861.36
ISR,Israel,2005-2010,65.0,92198.01
ISR,Israel,2005-2010,70.0,87924.58
ISR,Israel,2005-2010,75.0,80621.74
ISR,Israel,2005-2010,80.0,68734.69
ISR,Israel,2005-2010,85.0,50993.57
BEL,Belgium,2005-2010,0.0,100000.0
BEL,Belgium,2005-2010,1.0,99660.0
BEL,Belgium,2005-2010,5.0,99582.27
BEL,Belgium,2005-2010,10.0,99532.47
BEL,Belgium,2005-2010,15.0,99482.71
BEL,Belgium,2005-2010,20.0,99364.32
BEL,Belgium,2005-2010,25.0,99239.12
BEL,Belgium,2005-2010,30.0,99072.4
BEL,Belgium,2005-2010,35.0,98849.49
BEL,Belgium,2005-2010,40.0,98504.51
BEL,Belgium,2005-2010,45.0,97937.12
BEL,Belgium,2005-2010,50.0,96993.99
BEL,Belgium,2005-2010,55.0,95475.06
BEL,Belgium,2005-2010,60.0,93357.42
BEL,Belgium,2005-2010,65.0,90361.58
BEL,Belgium,2005-2010,70.0,86109.17
BEL,Belgium,2005-2010,75.0,79592.43
BEL,Belgium,2005-2010,80.0,68784.57
BEL,Belgium,2005-2010,85.0,51461.86
KOR,"Korea, Rep.",2005-2010,0.0,100000.0
KOR,"Korea, Rep.",2005-2010,1.0,99590.71
KOR,"Korea, Rep.",2005-2010,5.0,99472.39
KOR,"Korea, Rep.",2005-2010,10.0,99397.31
KOR,"Korea, Rep.",2005-2010,15.0,99353.95
KOR,"Korea, Rep.",2005-2010,20.0,99266.08
KOR,"Korea, Rep.",2005-2010,25.0,99159.19
KOR,"Korea, Rep.",2005-2010,30.0,99016.95
KOR,"Korea, Rep.",2005-2010,35.0,98832.39
KOR,"Korea, Rep.",2005-2010,40.0,98565.06
KOR,"Korea, Rep.",2005-2010,45.0,98177.95
KOR,"Korea, Rep.",2005-2010,50.0,97620.32
KOR,"Korea, Rep.",2005-2010,55.0,96797.47
KOR,"Korea, Rep.",2005-2010,60.0,95542.58
KOR,"Korea, Rep.",2005-2010,65.0,93488.03
KOR,"Korea, Rep.",2005-2010,70.0,89791.2
KOR,"Korea, Rep.",2005-2010,75.0,82956.68
KOR,"Korea, Rep.",2005-2010,80.0,70622.99
KOR,"Korea, Rep.",2005-2010,85.0,51854.33
NZL,New Zealand,2005-2010,0.0,100000.0
NZL,New Zealand,2005-2010,1.0,99566.97
NZL,New Zealand,2005-2010,5.0,99451.84
NZL,New Zealand,2005-2010,10.0,99393.15
NZL,New Zealand,2005-2010,15.0,99327.15
NZL,New Zealand,2005-2010,20.0,99125.46
NZL,New Zealand,2005-2010,25.0,98942.52
NZL,New Zealand,2005-2010,30.0,98774.01
NZL,New Zealand,2005-2010,35.0,98525.07
NZL,New Zealand,2005-2010,40.0,98141.15
NZL,New Zealand,2005-2010,45.0,97573.52
NZL,New Zealand,2005-2010,50.0,96758.5
NZL,New Zealand,2005-2010,55.0,95508.64
NZL,New Zealand,2005-2010,60.0,93474.8
NZL,New Zealand,2005-2010,65.0,90505.02
NZL,New Zealand,2005-2010,70.0,85915.71
NZL,New Zealand,2005-2010,75.0,78765.04
NZL,New Zealand,2005-2010,80.0,68005.28
NZL,New Zealand,2005-2010,85.0,51854.95
SGP,Singapore,2005-2010,0.0,100000.0
SGP,Singapore,2005-2010,1.0,99830.27
SGP,Singapore,2005-2010,5.0,99750.45
SGP,Singapore,2005-2010,10.0,99650.75
SGP,Singapore,2005-2010,15.0,99600.93
SGP,Singapore,2005-2010,20.0,99551.15
SGP,Singapore,2005-2010,25.0,99401.92
SGP,Singapore,2005-2010,30.0,99252.93
SGP,Singapore,2005-2010,35.0,99104.16
SGP,Singapore,2005-2010,40.0,98856.68
SGP,Singapore,2005-2010,45.0,98412.75
SGP,Singapore,2005-2010,50.0,97823.9
SGP,Singapore,2005-2010,55.0,96704.79
SGP,Singapore,2005-2010,60.0,94978.51
SGP,Singapore,2005-2010,65.0,92306.7
SGP,Singapore,2005-2010,70.0,87882.22
SGP,Singapore,2005-2010,75.0,80003.37
SGP,Singapore,2005-2010,80.0,68236.91
SGP,Singapore,2005-2010,85.0,52327.51
AUT,Austria,2005-2010,0.0,100000.0
AUT,Austria,2005-2010,1.0,99664.0
AUT,Austria,2005-2010,5.0,99589.25
AUT,Austria,2005-2010,10.0,99547.43
AUT,Austria,2005-2010,15.0,99502.63
AUT,Austria,2005-2010,20.0,99378.25
AUT,Austria,2005-2010,25.0,99243.1
AUT,Austria,2005-2010,30.0,99109.12
AUT,Austria,2005-2010,35.0,98941.62
AUT,Austria,2005-2010,40.0,98685.36
AUT,Austria,2005-2010,45.0,98251.15
AUT,Austria,2005-2010,50.0,97501.49
AUT,Austria,2005-2010,55.0,96260.3
AUT,Austria,2005-2010,60.0,94362.05
AUT,Austria,2005-2010,65.0,91606.67
AUT,Austria,2005-2010,70.0,87601.63
AUT,Austria,2005-2010,75.0,81327.6
AUT,Austria,2005-2010,80.0,70465.49
AUT,Austria,2005-2010,85.0,52591.92
NOR,Norway,2005-2010,0.0,100000.0
NOR,Norway,2005-2010,1.0,99742.07
NOR,Norway,2005-2010,5.0,99680.84
NOR,Norway,2005-2010,10.0,99632.78
NOR,Norway,2005-2010,15.0,99593.02
NOR,Norway,2005-2010,20.0,99478.93
NOR,Norway,2005-2010,25.0,99328.01
NOR,Norway,2005-2010,30.0,99157.35
NOR,Norway,2005-2010,35.0,98960.67
NOR,Norway,2005-2010,40.0,98656.61
NOR,Norway,2005-2010,45.0,98221.39
NOR,Norway,2005-2010,50.0,97464.43
NOR,Norway,2005-2010,55.0,96225.3
NOR,Norway,2005-2010,60.0,94393.96
NOR,Norway,2005-2010,65.0,91471.6
NOR,Norway,2005-2010,70.0,87215.41
NOR,Norway,2005-2010,75.0,80557.87
NOR,Norway,2005-2010,80.0,69688.3
NOR,Norway,2005-2010,85.0,52682.3
ISL,Iceland,2005-2010,0.0,100000.0
ISL,Iceland,2005-2010,1.0,99838.32
ISL,Iceland,2005-2010,5.0,99754.96
ISL,Iceland,2005-2010,10.0,99717.08
ISL,Iceland,2005-2010,15.0,99699.28
ISL,Iceland,2005-2010,20.0,99610.08
ISL,Iceland,2005-2010,25.0,99491.37
ISL,Iceland,2005-2010,30.0,99403.39
ISL,Iceland,2005-2010,35.0,99281.68
ISL,Iceland,2005-2010,40.0,99021.74
ISL,Iceland,2005-2010,45.0,98679.33
ISL,Iceland,2005-2010,50.0,97976.28
ISL,Iceland,2005-2010,55.0,96986.65
ISL,Iceland,2005-2010,60.0,95192.55
ISL,Iceland,2005-2010,65.0,92630.16
ISL,Iceland,2005-2010,70.0,88196.63
ISL,Iceland,2005-2010,75.0,81135.93
ISL,Iceland,2005-2010,80.0,69426.18
ISL,Iceland,2005-2010,85.0,52977.24
GLP,Guadeloupe,2005-2010,0.0,100000.0
GLP,Guadeloupe,2005-2010,1.0,99395.0
GLP,Guadeloupe,2005-2010,5.0,99324.1
GLP,Guadeloupe,2005-2010,10.0,99239.02
GLP,Guadeloupe,2005-2010,15.0,99118.01
GLP,Guadeloupe,2005-2010,20.0,98963.61
GLP,Guadeloupe,2005-2010,25.0,98777.24
GLP,Guadeloupe,2005-2010,30.0,98529.97
GLP,Guadeloupe,2005-2010,35.0,98202.29
GLP,Guadeloupe,2005-2010,40.0,97749.48
GLP,Guadeloupe,2005-2010,45.0,97129.16
GLP,Guadeloupe,2005-2010,50.0,96372.38
GLP,Guadeloupe,2005-2010,55.0,95296.02
GLP,Guadeloupe,2005-2010,60.0,93267.17
GLP,Guadeloupe,2005-2010,65.0,89913.68
GLP,Guadeloupe,2005-2010,70.0,85197.51
GLP,Guadeloupe,2005-2010,75.0,78397.95
GLP,Guadeloupe,2005-2010,80.0,67941.54
GLP,Guadeloupe,2005-2010,85.0,53221.99
CAN,Canada,2005-2010,0.0,100000.0
CAN,Canada,2005-2010,1.0,99521.14
CAN,Canada,2005-2010,5.0,99453.5
CAN,Canada,2005-2010,10.0,99403.78
CAN,Canada,2005-2010,15.0,99349.12
CAN,Canada,2005-2010,20.0,99210.12
CAN,Canada,2005-2010,25.0,99051.51
CAN,Canada,2005-2010,30.0,98888.21
CAN,Canada,2005-2010,35.0,98675.81
CAN,Canada,2005-2010,40.0,98360.51
CAN,Canada,2005-2010,45.0,97855.17
CAN,Canada,2005-2010,50.0,97007.27
CAN,Canada,2005-2010,55.0,95710.65
CAN,Canada,2005-2010,60.0,93771.76
CAN,Canada,2005-2010,65.0,90773.62
CAN,Canada,2005-2010,70.0,86194.9
CAN,Canada,2005-2010,75.0,79179.38
CAN,Canada,2005-2010,80.0,68622.62
CAN,Canada,2005-2010,85.0,53328.53
SWE,Sweden,2005-2010,0.0,100000.0
SWE,Sweden,2005-2010,1.0,99764.35
SWE,Sweden,2005-2010,5.0,99689.25
SWE,Sweden,2005-2010,10.0,99654.63
SWE,Sweden,2005-2010,15.0,99618.5
SWE,Sweden,2005-2010,20.0,99518.94
SWE,Sweden,2005-2010,25.0,99392.33
SWE,Sweden,2005-2010,30.0,99264.02
SWE,Sweden,2005-2010,35.0,99098.11
SWE,Sweden,2005-2010,40.0,98849.69
SWE,Sweden,2005-2010,45.0,98452.23
SWE,Sweden,2005-2010,50.0,97772.89
SWE,Sweden,2005-2010,55.0,96622.27
SWE,Sweden,2005-2010,60.0,94827.22
SWE,Sweden,2005-2010,65.0,92018.62
SWE,Sweden,2005-2010,70.0,87683.07
SWE,Sweden,2005-2010,75.0,81064.45
SWE,Sweden,2005-2010,80.0,70460.4
SWE,Sweden,2005-2010,85.0,53668.52
FIN,Finland,2005-2010,0.0,100000.0
FIN,Finland,2005-2010,1.0,99748.97
FIN,Finland,2005-2010,5.0,99686.26
FIN,Finland,2005-2010,10.0,99627.78
FIN,Finland,2005-2010,15.0,99571.13
FIN,Finland,2005-2010,20.0,99442.32
FIN,Finland,2005-2010,25.0,99277.74
FIN,Finland,2005-2010,30.0,99110.81
FIN,Finland,2005-2010,35.0,98893.72
FIN,Finland,2005-2010,40.0,98567.22
FIN,Finland,2005-2010,45.0,98026.38
FIN,Finland,2005-2010,50.0,97157.58
FIN,Finland,2005-2010,55.0,95787.26
FIN,Finland,2005-2010,60.0,93806.91
FIN,Finland,2005-2010,65.0,91102.06
FIN,Finland,2005-2010,70.0,87250.64
FIN,Finland,2005-2010,75.0,81184.43
FIN,Finland,2005-2010,80.0,70968.18
FIN,Finland,2005-2010,85.0,53712.71
MTQ,Martinique,2005-2010,0.0,100000.0
MTQ,Martinique,2005-2010,1.0,99342.0
MTQ,Martinique,2005-2010,5.0,99249.2
MTQ,Martinique,2005-2010,10.0,99171.22
MTQ,Martinique,2005-2010,15.0,99082.88
MTQ,Martinique,2005-2010,20.0,98946.22
MTQ,Martinique,2005-2010,25.0,98746.29
MTQ,Martinique,2005-2010,30.0,98482.0
MTQ,Martinique,2005-2010,35.0,98156.1
MTQ,Martinique,2005-2010,40.0,97724.98
MTQ,Martinique,2005-2010,45.0,97138.37
MTQ,Martinique,2005-2010,50.0,96389.47
MTQ,Martinique,2005-2010,55.0,95365.06
MTQ,Martinique,2005-2010,60.0,93850.53
MTQ,Martinique,2005-2010,65.0,91347.88
MTQ,Martinique,2005-2010,70.0,87364.64
MTQ,Martinique,2005-2010,75.0,80818.83
MTQ,Martinique,2005-2010,80.0,70233.15
MTQ,Martinique,2005-2010,85.0,54673.12
ITA,Italy,2005-2010,0.0,100000.0
ITA,Italy,2005-2010,1.0,99687.02
ITA,Italy,2005-2010,5.0,99631.62
ITA,Italy,2005-2010,10.0,99593.76
ITA,Italy,2005-2010,15.0,99550.45
ITA,Italy,2005-2010,20.0,99462.39
ITA,Italy,2005-2010,25.0,99366.95
ITA,Italy,2005-2010,30.0,99260.68
ITA,Italy,2005-2010,35.0,99115.36
ITA,Italy,2005-2010,40.0,98884.67
ITA,Italy,2005-2010,45.0,98491.82
ITA,Italy,2005-2010,50.0,97852.56
ITA,Italy,2005-2010,55.0,96849.95
ITA,Italy,2005-2010,60.0,95316.09
ITA,Italy,2005-2010,65.0,92987.57
ITA,Italy,2005-2010,70.0,89416.21
ITA,Italy,2005-2010,75.0,83593.93
ITA,Italy,2005-2010,80.0,73593.63
ITA,Italy,2005-2010,85.0,56938.99
AUS,Australia,2005-2010,0.0,100000.0
AUS,Australia,2005-2010,1.0,99602.38
AUS,Australia,2005-2010,5.0,99528.89
AUS,Australia,2005-2010,10.0,99484.02
AUS,Australia,2005-2010,15.0,99440.79
AUS,Australia,2005-2010,20.0,99324.92
AUS,Australia,2005-2010,25.0,99189.24
AUS,Australia,2005-2010,30.0,99029.05
AUS,Australia,2005-2010,35.0,98820.8
AUS,Australia,2005-2010,40.0,98514.53
AUS,Australia,2005-2010,45.0,98061.45
AUS,Australia,2005-2010,50.0,97354.02
AUS,Australia,2005-2010,55.0,96315.42
AUS,Australia,2005-2010,60.0,94799.85
AUS,Australia,2005-2010,65.0,92449.29
AUS,Australia,2005-2010,70.0,88821.05
AUS,Australia,2005-2010,75.0,82912.27
AUS,Australia,2005-2010,80.0,73096.53
AUS,Australia,2005-2010,85.0,57286.39
ESP,Spain,2005-2010,0.0,100000.0
ESP,Spain,2005-2010,1.0,99674.34
ESP,Spain,2005-2010,5.0,99573.64
ESP,Spain,2005-2010,10.0,99521.21
ESP,Spain,2005-2010,15.0,99464.41
ESP,Spain,2005-2010,20.0,99373.93
ESP,Spain,2005-2010,25.0,99264.19
ESP,Spain,2005-2010,30.0,99137.32
ESP,Spain,2005-2010,35.0,98958.59
ESP,Spain,2005-2010,40.0,98686.71
ESP,Spain,2005-2010,45.0,98270.38
ESP,Spain,2005-2010,50.0,97657.78
ESP,Spain,2005-2010,55.0,96802.94
ESP,Spain,2005-2010,60.0,95602.23
ESP,Spain,2005-2010,65.0,93762.95
ESP,Spain,2005-2010,70.0,90752.46
ESP,Spain,2005-2010,75.0,85174.42
ESP,Spain,2005-2010,80.0,74974.11
ESP,Spain,2005-2010,85.0,58211.83
CHE,Switzerland,2005-2010,0.0,100000.0
CHE,Switzerland,2005-2010,1.0,99615.39
CHE,Switzerland,2005-2010,5.0,99555.65
CHE,Switzerland,2005-2010,10.0,99515.83
CHE,Switzerland,2005-2010,15.0,99471.06
CHE,Switzerland,2005-2010,20.0,99361.7
CHE,Switzerland,2005-2010,25.0,99242.53
CHE,Switzerland,2005-2010,30.0,99103.69
CHE,Switzerland,2005-2010,35.0,98930.4
CHE,Switzerland,2005-2010,40.0,98693.23
CHE,Switzerland,2005-2010,45.0,98313.93
CHE,Switzerland,2005-2010,50.0,97652.36
CHE,Switzerland,2005-2010,55.0,96617.47
CHE,Switzerland,2005-2010,60.0,95016.38
CHE,Switzerland,2005-2010,65.0,92603.43
CHE,Switzerland,2005-2010,70.0,89083.01
CHE,Switzerland,2005-2010,75.0,83502.62
CHE,Switzerland,2005-2010,80.0,74317.6
CHE,Switzerland,2005-2010,85.0,58495.46
HKG,"Hong Kong SAR, China",2005-2010,0.0,100000.0
HKG,"Hong Kong SAR, China",2005-2010,1.0,99820.7
HKG,"Hong Kong SAR, China",2005-2010,5.0,99669.5
HKG,"Hong Kong SAR, China",2005-2010,10.0,99609.0
HKG,"Hong Kong SAR, China",2005-2010,15.0,99568.9
HKG,"Hong Kong SAR, China",2005-2010,20.0,99496.7
HKG,"Hong Kong SAR, China",2005-2010,25.0,99384.1
HKG,"Hong Kong SAR, China",2005-2010,30.0,99253.8
HKG,"Hong Kong SAR, China",2005-2010,35.0,99099.4
HKG,"Hong Kong SAR, China",2005-2010,40.0,98862.1
HKG,"Hong Kong SAR, China",2005-2010,45.0,98499.7
HKG,"Hong Kong SAR, China",2005-2010,50.0,97916.1
HKG,"Hong Kong SAR, China",2005-2010,55.0,96964.8
HKG,"Hong Kong SAR, China",2005-2010,60.0,95639.1
HKG,"Hong Kong SAR, China",2005-2010,65.0,93692.4
HKG,"Hong Kong SAR, China",2005-2010,70.0,90671.5
HKG,"Hong Kong SAR, China",2005-2010,75.0,85223.8
HKG,"Hong Kong SAR, China",2005-2010,80.0,75279.4
HKG,"Hong Kong SAR, China",2005-2010,85.0,59910.1
FRA,France,2005-2010,0.0,100000.0
FRA,France,2005-2010,1.0,99676.0
FRA,France,2005-2010,5.0,99605.23
FRA,France,2005-2010,10.0,99563.4
FRA,France,2005-2010,15.0,99519.59
FRA,France,2005-2010,20.0,99422.06
FRA,France,2005-2010,25.0,99292.81
FRA,France,2005-2010,30.0,99143.87
FRA,France,2005-2010,35.0,98931.7
FRA,France,2005-2010,40.0,98583.46
FRA,France,2005-2010,45.0,98012.67
FRA,France,2005-2010,50.0,97090.37
FRA,France,2005-2010,55.0,95751.49
FRA,France,2005-2010,60.0,93980.09
FRA,France,2005-2010,65.0,91587.35
FRA,France,2005-2010,70.0,88257.24
FRA,France,2005-2010,75.0,83124.2
FRA,France,2005-2010,80.0,74546.61
FRA,France,2005-2010,85.0,60107.68
JPN,Japan,2005-2010,0.0,100000.0
JPN,Japan,2005-2010,1.0,99758.35
JPN,Japan,2005-2010,5.0,99674.2
JPN,Japan,2005-2010,10.0,99630.85
JPN,Japan,2005-2010,15.0,99594.99
JPN,Japan,2005-2010,20.0,99506.88
JPN,Japan,2005-2010,25.0,99365.18
JPN,Japan,2005-2010,30.0,99202.85
JPN,Japan,2005-2010,35.0,99000.18
JPN,Japan,2005-2010,40.0,98710.01
JPN,Japan,2005-2010,45.0,98284.44
JPN,Japan,2005-2010,50.0,97634.82
JPN,Japan,2005-2010,55.0,96651.41
JPN,Japan,2005-2010,60.0,95250.91
JPN,Japan,2005-2010,65.0,93323.92
JPN,Japan,2005-2010,70.0,90469.98
JPN,Japan,2005-2010,75.0,85773.07
JPN,Japan,2005-2010,80.0,77917.17
JPN,Japan,2005-2010,85.0,64746.58
